"date","longname","stat_entries","stat_total_pages","stat_total_bytes","stat_total_pct"
"2020-11-03T14:49:46","CallFromIndex","0","0","0","0.0"
"2020-11-03T14:49:46","CallToIndex","0","0","0","0.0"
"2020-11-03T14:49:46","CliqueBucket","0","0","0","0.0"
"2020-11-03T14:49:46","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T14:49:46","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T14:49:46","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T14:49:46","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T14:49:46","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T14:49:46","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T14:49:46","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T14:49:46","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T14:49:46","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T14:49:46","Log","0","0","0","0.0"
"2020-11-03T14:49:46","LogAddressIndex","0","0","0","0.0"
"2020-11-03T14:49:46","LogTopicIndex","0","0","0","0.0"
"2020-11-03T14:49:46","Migrations","11","1","4096","100.0"
"2020-11-03T14:49:46","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T14:49:46","PreImagePrefix","0","0","0","0.0"
"2020-11-03T14:49:46","Senders","0","0","0","0.0"
"2020-11-03T14:54:46","Free DBI","2","1","4096","100.0"
"2020-11-03T14:54:46","Main DBI","39","1","4096","100.0"
"2020-11-03T14:54:46","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:54:46","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T14:54:46","CodeBucket","0","0","0","0.0"
"2020-11-03T14:54:46","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T14:54:46","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T14:54:46","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T14:54:46","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T14:54:46","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T14:54:46","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T14:54:46","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T14:54:46","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T14:54:46","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T14:54:46","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:54:46","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T14:54:46","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:54:46","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T14:54:46","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T14:54:46","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T14:54:46","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T14:54:46","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T14:54:46","CallFromIndex","0","0","0","0.0"
"2020-11-03T14:54:46","CallToIndex","0","0","0","0.0"
"2020-11-03T14:54:46","CliqueBucket","0","0","0","0.0"
"2020-11-03T14:54:46","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T14:54:46","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T14:54:46","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T14:54:46","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T14:54:46","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T14:54:46","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T14:54:46","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T14:54:46","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T14:54:46","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T14:54:46","Log","0","0","0","0.0"
"2020-11-03T14:54:46","LogAddressIndex","0","0","0","0.0"
"2020-11-03T14:54:46","LogTopicIndex","0","0","0","0.0"
"2020-11-03T14:54:46","Migrations","11","1","4096","100.0"
"2020-11-03T14:54:46","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T14:54:46","PreImagePrefix","0","0","0","0.0"
"2020-11-03T14:54:46","Senders","0","0","0","0.0"
"2020-11-03T14:59:46","Free DBI","2","1","4096","100.0"
"2020-11-03T14:59:46","Main DBI","39","1","4096","100.0"
"2020-11-03T14:59:46","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:59:46","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T14:59:46","CodeBucket","0","0","0","0.0"
"2020-11-03T14:59:46","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T14:59:46","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T14:59:46","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T14:59:46","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T14:59:46","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T14:59:46","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T14:59:46","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T14:59:46","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T14:59:46","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T14:59:46","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:59:46","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T14:59:46","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T14:59:46","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T14:59:46","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T14:59:46","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T14:59:46","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T14:59:46","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T14:59:47","CallFromIndex","0","0","0","0.0"
"2020-11-03T14:59:47","CallToIndex","0","0","0","0.0"
"2020-11-03T14:59:47","CliqueBucket","0","0","0","0.0"
"2020-11-03T14:59:47","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T14:59:47","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T14:59:47","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T14:59:47","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T14:59:47","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T14:59:47","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T14:59:47","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T14:59:47","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T14:59:47","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T14:59:47","Log","0","0","0","0.0"
"2020-11-03T14:59:47","LogAddressIndex","0","0","0","0.0"
"2020-11-03T14:59:47","LogTopicIndex","0","0","0","0.0"
"2020-11-03T14:59:47","Migrations","11","1","4096","100.0"
"2020-11-03T14:59:47","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T14:59:47","PreImagePrefix","0","0","0","0.0"
"2020-11-03T14:59:47","Senders","0","0","0","0.0"
"2020-11-03T15:04:47","Free DBI","2","1","4096","100.0"
"2020-11-03T15:04:47","Main DBI","39","1","4096","100.0"
"2020-11-03T15:04:47","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:04:47","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:04:47","CodeBucket","0","0","0","0.0"
"2020-11-03T15:04:47","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:04:47","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:04:47","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:04:47","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:04:47","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:04:47","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:04:47","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:04:47","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:04:47","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:04:47","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:04:47","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:04:47","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:04:47","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:04:47","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:04:47","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:04:47","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:04:47","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:04:47","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:04:47","CallToIndex","0","0","0","0.0"
"2020-11-03T15:04:47","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:04:47","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:04:47","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:04:47","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:04:47","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:04:47","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:04:47","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:04:47","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:04:47","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:04:47","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:04:47","Log","0","0","0","0.0"
"2020-11-03T15:04:47","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:04:47","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:04:47","Migrations","11","1","4096","100.0"
"2020-11-03T15:04:47","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:04:47","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:04:47","Senders","0","0","0","0.0"
"2020-11-03T15:09:47","Free DBI","2","1","4096","100.0"
"2020-11-03T15:09:47","Main DBI","39","1","4096","100.0"
"2020-11-03T15:09:47","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:09:47","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:09:47","CodeBucket","0","0","0","0.0"
"2020-11-03T15:09:47","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:09:47","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:09:47","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:09:47","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:09:47","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:09:47","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:09:47","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:09:47","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:09:47","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:09:47","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:09:47","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:09:47","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:09:47","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:09:47","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:09:47","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:09:47","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:09:48","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:09:48","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:09:48","CallToIndex","0","0","0","0.0"
"2020-11-03T15:09:48","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:09:48","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:09:48","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:09:48","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:09:48","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:09:48","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:09:48","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:09:48","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:09:48","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:09:48","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:09:48","Log","0","0","0","0.0"
"2020-11-03T15:09:48","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:09:48","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:09:48","Migrations","11","1","4096","100.0"
"2020-11-03T15:09:48","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:09:48","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:09:48","Senders","0","0","0","0.0"
"2020-11-03T15:14:48","Free DBI","2","1","4096","100.0"
"2020-11-03T15:14:48","Main DBI","39","1","4096","100.0"
"2020-11-03T15:14:48","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:14:48","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:14:48","CodeBucket","0","0","0","0.0"
"2020-11-03T15:14:48","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:14:48","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:14:48","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:14:48","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:14:48","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:14:48","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:14:48","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:14:48","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:14:48","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:14:48","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:14:48","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:14:48","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:14:48","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:14:48","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:14:48","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:14:48","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:14:48","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:14:48","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:14:48","CallToIndex","0","0","0","0.0"
"2020-11-03T15:14:48","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:14:48","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:14:48","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:14:48","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:14:48","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:14:48","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:14:48","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:14:48","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:14:48","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:14:48","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:14:48","Log","0","0","0","0.0"
"2020-11-03T15:14:48","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:14:48","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:14:48","Migrations","11","1","4096","100.0"
"2020-11-03T15:14:48","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:14:48","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:14:48","Senders","0","0","0","0.0"
"2020-11-03T15:19:48","Free DBI","2","1","4096","100.0"
"2020-11-03T15:19:48","Main DBI","39","1","4096","100.0"
"2020-11-03T15:19:48","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:19:48","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:19:48","CodeBucket","0","0","0","0.0"
"2020-11-03T15:19:48","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:19:48","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:19:48","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:19:48","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:19:48","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:19:48","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:19:48","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:19:48","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:19:48","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:19:48","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:19:48","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:19:48","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:19:48","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:19:48","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:19:48","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:19:48","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:19:48","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:19:48","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:19:49","CallToIndex","0","0","0","0.0"
"2020-11-03T15:19:49","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:19:49","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:19:49","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:19:49","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:19:49","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:19:49","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:19:49","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:19:49","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:19:49","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:19:49","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:19:49","Log","0","0","0","0.0"
"2020-11-03T15:19:49","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:19:49","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:19:49","Migrations","11","1","4096","100.0"
"2020-11-03T15:19:49","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:19:49","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:19:49","Senders","0","0","0","0.0"
"2020-11-03T15:24:49","Free DBI","2","1","4096","100.0"
"2020-11-03T15:24:49","Main DBI","39","1","4096","100.0"
"2020-11-03T15:24:49","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:24:49","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:24:49","CodeBucket","0","0","0","0.0"
"2020-11-03T15:24:49","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:24:49","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:24:49","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:24:49","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:24:49","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:24:49","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:24:49","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:24:49","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:24:49","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:24:49","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:24:49","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:24:49","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:24:49","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:24:49","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:24:49","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:24:49","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:24:49","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:24:49","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:24:49","CallToIndex","0","0","0","0.0"
"2020-11-03T15:24:49","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:24:49","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:24:49","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:24:49","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:24:49","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:24:49","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:24:49","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:24:49","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:24:49","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:24:49","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:24:49","Log","0","0","0","0.0"
"2020-11-03T15:24:49","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:24:49","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:24:49","Migrations","11","1","4096","100.0"
"2020-11-03T15:24:49","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:24:49","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:24:49","Senders","0","0","0","0.0"
"2020-11-03T15:29:49","Free DBI","2","1","4096","100.0"
"2020-11-03T15:29:49","Main DBI","39","1","4096","100.0"
"2020-11-03T15:29:49","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:29:49","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:29:49","CodeBucket","0","0","0","0.0"
"2020-11-03T15:29:49","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:29:49","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:29:49","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:29:49","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:29:49","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:29:49","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:29:49","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:29:49","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:29:49","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:29:49","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:29:49","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:29:49","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:29:49","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:29:49","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:29:49","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:29:50","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:29:50","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:29:50","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:29:50","CallToIndex","0","0","0","0.0"
"2020-11-03T15:29:50","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:29:50","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:29:50","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:29:50","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:29:50","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:29:50","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:29:50","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:29:50","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:29:50","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:29:50","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:29:50","Log","0","0","0","0.0"
"2020-11-03T15:29:50","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:29:50","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:29:50","Migrations","11","1","4096","100.0"
"2020-11-03T15:29:50","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:29:50","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:29:50","Senders","0","0","0","0.0"
"2020-11-03T15:34:50","Free DBI","2","1","4096","100.0"
"2020-11-03T15:34:50","Main DBI","39","1","4096","100.0"
"2020-11-03T15:34:50","AccountChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:34:50","BloomBitsPrefix","0","0","0","0.0"
"2020-11-03T15:34:50","CodeBucket","0","0","0","0.0"
"2020-11-03T15:34:50","CurrentStateBucket","0","0","0","0.0"
"2020-11-03T15:34:50","DatabaseInfoBucket","4","1","4096","100.0"
"2020-11-03T15:34:50","databaseVerisionKey","1","1","4096","100.0"
"2020-11-03T15:34:50","HeaderNumberPrefix","11185398","273247","1119219712","100.0"
"2020-11-03T15:34:50","HeadBlockKey","1","1","4096","100.0"
"2020-11-03T15:34:50","HeadFastBlockKey","1","1","4096","100.0"
"2020-11-03T15:34:50","HeadHeaderKey","1","1","4096","100.0"
"2020-11-03T15:34:50","PlainAccountChangeSetBucket","1","54","221184","100.0"
"2020-11-03T15:34:50","PlainStateBucket","8893","94","385024","100.0"
"2020-11-03T15:34:50","PlainStorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:34:50","PlainContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:34:50","StorageChangeSetBucket","0","0","0","0.0"
"2020-11-03T15:34:50","SnapshotInfoBucket","0","0","0","0.0"
"2020-11-03T15:34:50","SyncStageProgress","5","1","4096","100.0"
"2020-11-03T15:34:50","SyncStageUnwind","3","1","4096","100.0"
"2020-11-03T15:34:50","FastTrieProgressKey","0","0","0","0.0"
"2020-11-03T15:34:50","BlockBodyPrefix","11185398","45905840","188030320640","100.0"
"2020-11-03T15:34:50","CallFromIndex","0","0","0","0.0"
"2020-11-03T15:34:50","CallToIndex","0","0","0","0.0"
"2020-11-03T15:34:50","CliqueBucket","0","0","0","0.0"
"2020-11-03T15:34:50","ContractCodeBucket","0","0","0","0.0"
"2020-11-03T15:34:50","ConfigPrefix","1","1","4096","100.0"
"2020-11-03T15:34:50","HeaderPrefix","33556194","2096595","8587653120","100.0"
"2020-11-03T15:34:50","AccountHistoryBucket","8893","113","462848","100.0"
"2020-11-03T15:34:50","StorageHistoryBucket","0","0","0","0.0"
"2020-11-03T15:34:50","BloomBitsIndexprefix","0","0","0","0.0"
"2020-11-03T15:34:50","IntermediateTrieHashBucket","0","0","0","0.0"
"2020-11-03T15:34:50","IncarnationMapBucket","0","0","0","0.0"
"2020-11-03T15:34:50","TxLookupPrefix","0","0","0","0.0"
"2020-11-03T15:34:50","Log","0","0","0","0.0"
"2020-11-03T15:34:50","LogAddressIndex","0","0","0","0.0"
"2020-11-03T15:34:50","LogTopicIndex","0","0","0","0.0"
"2020-11-03T15:34:50","Migrations","11","1","4096","100.0"
"2020-11-03T15:34:50","BlockReceiptsPrefix","1","1","4096","100.0"
"2020-11-03T15:34:50","PreImagePrefix","0","0","0","0.0"
"2020-11-03T15:34:50","Senders","0","0","0","0.0"
"2020-11-03T15:39:50","Free DBI","2","1","4096","100.0"
"2020-11-03T15:39:50","Main DBI","39","1","4096","100.0"
